iter	RMSE
323	4830.109163
324	4826.719168
325	4823.551132
326	4822.704254
327	4817.730114
328	4815.292422
329	4808.738561
330	4803.150357
331	4800.220826
332	4792.380935
333	4785.899387
334	4785.143921
335	4779.946398
336	4773.578302
337	4767.10752
338	4761.463177
339	4756.059992
340	4750.330503
341	4745.468749
342	4738.411956
343	4735.714444
344	4731.956879
345	4729.901417
346	4724.072669
347	4720.529622
348	4719.429303
349	4718.374324
350	4713.936001
351	4709.704706
352	4705.793988
353	4705.199917
354	4700.659637
355	4700.083559
356	4695.350967
357	4691.031559
358	4690.472471
359	4689.563266
360	4686.346962
361	4682.619254
362	4676.314383
363	4667.432736
364	4662.686745
365	4658.636328
366	4657.708378
367	4654.098464
368	4653.271958
369	4647.369008
370	4646.559095
371	4643.667513
372	4641.898533
373	4638.520317
374	4634.638796
375	4633.81225
376	4630.494067
377	4628.636271
378	4625.796448
379	4622.83502
380	4621.487209
381	4616.859551
382	4616.240712
383	4609.080196
384	4607.488111
385	4606.195345
386	4601.861238
387	4598.073355
388	4595.446219
389	4591.924777
390	4587.939398
391	4586.092914
392	4585.356034
393	4584.071987
394	4581.383174
395	4578.271785
396	4577.161958
397	4572.342191
398	4568.684964
399	4564.365399
400	4561.797943
401	4561.006967
402	4553.568919
403	4551.299473
404	4550.538919
405	4546.650091
406	4544.69176
407	4538.126259
408	4535.377947
409	4532.871013
410	4530.886258
411	4528.001264
412	4525.604908
413	4522.168702
414	4518.027149
415	4512.781845
416	4506.437559
417	4504.999482
418	4502.481401
419	4501.275949
420	4497.517867
421	4495.333663
422	4491.352165
423	4488.109194
424	4484.69567
425	4479.046184
426	4474.622753
427	4468.292495
428	4467.674208
429	4463.617389
430	4456.410023
431	4456.029769
432	4450.229932
433	4449.609101
434	4448.05089
435	4445.99457
436	4443.470046
437	4440.776322
438	4439.442256
439	4438.107137
440	4436.200595
441	4435.847155
442	4434.306912
443	4428.230983
444	4426.718971
445	4423.674983
446	4421.355262
447	4418.398393
448	4415.16514
449	4413.358811
450	4412.878357
451	4410.652622
452	4406.968984
453	4403.756274
454	4398.34617
455	4396.393255
456	4394.29302
457	4391.743106
458	4391.286051
459	4387.15547
460	4381.578464
461	4375.530883
462	4373.74114
463	4371.358381
464	4368.969151
465	4365.268838
466	4364.894814
467	4361.832752
468	4353.884272
469	4351.70784
470	4349.752264
471	4348.133022
472	4346.101207
473	4344.174205
474	4342.853102
475	4341.146121
476	4339.018408
477	4336.71859
478	4335.174604
479	4332.698523
480	4330.860037
481	4328.583614
482	4326.41281
483	4319.814201
484	4314.736529
485	4309.396112
486	4307.320504
487	4307.00623
488	4305.536757
489	4305.18888
490	4303.245366
491	4300.033701
492	4292.812628
493	4291.137322
494	4289.168486
495	4285.098902
496	4282.695998
497	4279.131334
498	4276.197662
499	4274.164717
500	4268.123624
501	4263.509871
502	4260.251954
503	4255.369122
504	4253.90321
505	4249.15626
506	4246.681634
507	4241.832299
508	4236.957246
509	4233.279584
510	4231.04255
511	4228.906962
512	4226.609836
513	4222.897922
514	4218.459094
515	4217.313367
516	4213.789684
517	4209.282787
518	4206.926533
519	4203.457922
520	4201.23374
521	4197.946605
522	4192.82978
523	4189.627945
524	4183.271145
525	4178.85956
526	4178.223603
527	4175.681411
528	4171.039275
529	4168.741053
530	4165.820315
531	4161.571076
532	4157.238374
533	4152.686783
534	4148.328335
535	4145.240678
536	4141.232121
537	4139.8349
538	4136.922178
539	4132.63069
540	4125.542935
541	4121.930702
542	4119.851589
543	4115.757354
544	4111.442638
545	4106.782359
546	4103.37218
547	4099.827596
548	4095.205924
549	4093.818172
550	4091.784026
551	4089.915583
552	4085.48168
553	4081.318564
554	4076.977411
555	4072.087831
556	4066.906111
557	4064.960504
558	4063.063134
559	4058.246087
560	4056.112101
561	4053.115387
562	4051.028002
563	4049.352448
564	4047.899749
565	4044.218848
566	4040.255993
567	4038.114944
568	4035.01248
569	4031.244171
570	4030.05787
571	4028.084825
572	4026.845017
573	4023.72298
574	4021.898148
575	4019.839282
576	4017.429936
577	4012.563201
578	4008.41955
579	4006.707058
580	4005.366451
581	4003.964654
582	4001.85282
583	3998.391154
584	3996.695617
585	3992.856394
586	3991.608672
587	3989.167958
588	3987.477984
589	3986.548069
590	3985.142267
591	3984.192084
592	3981.717345
593	3979.240335
594	3977.289677
595	3975.763288
596	3972.464827
597	3969.241231
598	3967.206864
599	3964.002153
600	3962.759681
601	3959.603352
602	3956.419117
603	3953.851595
604	3952.069815
605	3950.401471
606	3949.076363
607	3946.648873
608	3944.586421
609	3941.82699
610	3941.007389
611	3938.599814
612	3936.216208
613	3933.958234
614	3930.151715
615	3927.192351
616	3923.648632
617	3922.791593
618	3920.65982
619	3919.020711
620	3917.949874
621	3916.150828
622	3912.81633
623	3909.174199
624	3908.856502
625	3907.669014
626	3905.706569
627	3903.378224
628	3900.20471
629	3897.314952
630	3895.158929
631	3893.608266
632	3891.141324
633	3889.63822
634	3888.808618
635	3886.051089
636	3883.231484
637	3881.08677
638	3878.92463
639	3876.531504
640	3875.886532
641	3874.51746
642	3870.978653
643	3870.258946
644	3868.279966
645	3865.359674
646	3863.47178
647	3860.572796
648	3859.765035
649	3855.16222
650	3854.298972
651	3853.705566
652	3852.887513
653	3849.523093
654	3846.313475
655	3845.529509
656	3844.771818
657	3843.354825
658	3840.108562
659	3838.765034
660	3835.596896
661	3830.426984
662	3828.49561
663	3825.240582
664	3822.467513
665	3821.799035
666	3817.592045
667	3815.362482
668	3812.95086
669	3812.362441
670	3810.407565
671	3808.702747
672	3807.082143
673	3804.680298
674	3803.809974
675	3800.354929
676	3797.765019
677	3796.089632
678	3794.849729
679	3793.318823
680	3793.000874
681	3791.784636
682	3788.087661
683	3786.215669
684	3784.021406
685	3783.276438
686	3780.668452
687	3777.775175
688	3777.05363
689	3774.473136
690	3771.693634
691	3767.829899
692	3767.52548
693	3767.231676
694	3765.03321
695	3761.174144
696	3758.511669
697	3756.891597
698	3756.188305
699	3755.038866
700	3754.316189
701	3753.625883
702	3750.502791
703	3748.315858
704	3744.654797
705	3742.3242
706	3741.730492
707	3741.060574
708	3736.9252
709	3733.347183
710	3730.543918
711	3729.97804
712	3729.701397
713	3729.344851
714	3726.925317
715	3726.371768
716	3726.185765
717	3723.60103
718	3722.963011
719	3721.432999
720	3719.026109
721	3717.287554
722	3716.668235
723	3715.073806
724	3712.753555
725	3712.491345
726	3710.311631
727	3707.787672
728	3706.958701
729	3705.174493
730	3701.654696
731	3700.999309
732	3700.39591
733	3698.11995
734	3695.630199
735	3693.408394
736	3691.354831
737	3687.011196
738	3686.449759
739	3684.335109
740	3683.08007
741	3679.657881
742	3678.484792
743	3676.848782
744	3676.050914
745	3675.251513
746	3671.648822
747	3668.399351
748	3668.154335
749	3665.982941
750	3665.468865
751	3661.623787
752	3660.361966
753	3659.751926
754	3657.317722
755	3656.381765
756	3655.812915
757	3655.321444
758	3652.469339
759	3649.801327
760	3646.643551
761	3643.390136
762	3642.245991
763	3639.538441
764	3638.521961
765	3636.669005
766	3635.059853
767	3633.249607
768	3630.739627
769	3630.266114
770	3627.425598
771	3624.591674
772	3622.799462
773	3619.817678
774	3617.875736
775	3614.807327
776	3614.246993
777	3612.494265
778	3610.010468
779	3607.152126
780	3606.669409
781	3603.617394
782	3601.657685
783	3598.885262
784	3596.932343
785	3596.205713
786	3593.915582
787	3592.665869
788	3591.067601
789	3590.518814
790	3586.974544
791	3585.775852
792	3584.926244
793	3582.615945
794	3582.426614
795	3579.464926
796	3576.986725
797	3574.729652
798	3572.519765
799	3571.96259
800	3569.641367
801	3569.101105
802	3568.739856
803	3565.673993
804	3564.740511
805	3561.835974
806	3560.054687
807	3557.791828
808	3557.178304
809	3553.53617
810	3552.468579
811	3549.672807
812	3548.543328
813	3546.371082
814	3544.175937
815	3541.665881
816	3540.994592
817	3539.542642
818	3538.3009
819	3536.962623
820	3534.923378
821	3533.278252
822	3532.436564
823	3531.838599
824	3530.795285
825	3527.892777
826	3526.389039
827	3524.036488
828	3522.648057
829	3520.242266
830	3518.690978
831	3517.268657
832	3516.241235
833	3514.725514
834	3512.819912
835	3511.703439
836	3510.269947
837	3508.546255
838	3506.79943
839	3505.211359
840	3504.038754
841	3503.086166
842	3500.320349
843	3499.190272
844	3496.073742
845	3494.077945
846	3492.734094
847	3490.282709
848	3488.552318
849	3487.455289
850	3485.840791
851	3483.677919
852	3480.947715
853	3478.523629
854	3475.296353
855	3474.235908
856	3472.789143
857	3470.254693
858	3468.224533
859	3464.654213
860	3462.314174
861	3459.851584
862	3458.864144
863	3456.455971
864	3454.807598
865	3453.792305
866	3452.229874
867	3451.614893
868	3448.447562
869	3447.003362
870	3443.442509
871	3441.304096
872	3439.656386
873	3436.902153
874	3436.200224
875	3432.670563
876	3431.602032
877	3429.919386
878	3427.859676
879	3426.275713
880	3424.43481
881	3423.436425
882	3422.768938
883	3421.63456
884	3419.688893
885	3417.462873
886	3415.593953
887	3414.257253
888	3412.084141
889	3410.148309
890	3408.269331
891	3405.355636
892	3403.897074
893	3401.749662
894	3400.921168
895	3398.797402
896	3398.501224
897	3396.977547
898	3394.741799
899	3393.152768
900	3390.430773
901	3388.946548
902	3386.456527
903	3383.673853
904	3382.315996
905	3380.877588
906	3378.764892
907	3376.448885
908	3375.619868
909	3373.6626
910	3372.323839
911	3369.957761
912	3367.783748
913	3367.144473
914	3366.105821
915	3364.269963
916	3361.454286
917	3359.974674
918	3358.760577
919	3356.542074
920	3355.307743
921	3354.140707
922	3353.348018
923	3351.24608
924	3350.011264
925	3349.419011
926	3347.77854
927	3345.648801
928	3344.052639
929	3341.829918
930	3341.315865
931	3339.268553
932	3338.698677
933	3337.953169
934	3337.344671
935	3335.696365
936	3333.793683
937	3332.976505
938	3331.172533
939	3330.418783
940	3328.593923
941	3327.655151
942	3325.635248
943	3324.109971
944	3323.357681
945	3322.233269
946	3320.775785
947	3319.037968
948	3317.892334
949	3316.581212
950	3314.963936
951	3312.928765
952	3312.102358
953	3311.334529
954	3309.958578
955	3309.23167
956	3306.801371
957	3306.298138
958	3305.612146
959	3305.110821
960	3303.054526
961	3302.313201
962	3300.578766
963	3299.037523
964	3295.68213
965	3294.187644
966	3292.167317
967	3291.095111
968	3289.987369
969	3289.09385
970	3286.552613
971	3285.627163
972	3283.886382
973	3281.772322
974	3279.310411
975	3277.381156
976	3275.68456
977	3274.361738
978	3272.468877
979	3269.865803
980	3267.415918
981	3266.026042
982	3263.452622
983	3262.962025
984	3261.862929
985	3260.462348
986	3259.796964
987	3257.410788
988	3256.950069
989	3255.511563
990	3254.640465
991	3253.438589
992	3252.272103
993	3251.945436
994	3251.484645
995	3249.311461
996	3247.562233
997	3245.84738
998	3244.558526
999	3243.261431
