,distance
2503,15035
2504,7633
2505,573
2506,15035
2507,8074
2508,8074
2509,5009
2510,8074
2511,8074
2512,8074
2513,4614
2514,3641
2515,8074
2516,5921
2517,8074
2518,8074
2519,8074
2520,5009
2521,6906
2522,8670
2523,8074
2524,8074
2525,14446
2526,3157
2527,7877
2528,8074
2529,4961
2530,8074
2531,6583
2532,9157
2533,3641
2534,9091
2535,9157
2536,5524
2537,7877
2538,8074
2539,8074
2540,8074
2541,5008
2542,5355
2543,9157
2544,6174
2545,14446
2546,8074
2547,14325
2548,8074
2549,9157
2550,7877
2551,5009
2552,6837
2553,8074
2554,8074
2555,3989
2556,8074
2557,9091
2558,5524
2559,8973
2560,3157
2561,15035
2562,5921
2563,8074
2564,8074
2565,8074
2566,8074
2567,9157
2568,3641
2569,7467
2570,8074
2571,8074
2572,8074
2573,3157
2574,8973
2575,6133
2576,9091
2577,6583
2578,8074
2579,8074
2580,8074
2581,5091
2582,3641
2583,8074
2584,8163
2585,7877
2586,14325
2587,7939
2588,14446
2589,8074
2590,3641
2591,3641
2592,8074
2593,3157
2594,8074
2595,8074
2596,5868
2597,8074
2598,8994
2599,8074
2600,8074
2601,8074
2602,8074
2603,5524
2604,8074
2605,7877
2606,8074
2607,8074
2608,8074
2609,3157
2610,3641
2611,6190
2612,8074
2613,8074
2614,8074
2615,8074
2616,3157
2617,8074
2618,8074
2619,8074
2620,5008
2621,8074
2622,8074
2623,8074
2624,7877
2625,8074
2626,8074
2627,5008
2628,8074
2629,8074
2630,3157
2631,6837
2632,5921
2633,8608
2634,3157
2635,5426
2636,3157
2637,8074
2638,3157
2639,8074
2640,14325
2641,6583
2642,14446
2643,5524
2644,15035
2645,8074
2646,8074
2647,8074
2648,9157
2649,8074
2650,3641
2651,15035
2652,7877
2653,8074
2654,5921
2655,8074
2656,8074
2657,8074
2658,14446
2659,8074
2660,8074
2661,5091
2662,8074
2663,6771
2664,8074
2665,8074
2666,5524
2667,3641
2668,7877
2669,7877
2670,8074
2671,8670
2672,0
2673,5659
2674,8074
2675,5921
2676,8074
2677,8074
2678,8074
2679,3157
2680,8074
2681,8074
2682,9157
2683,5921
2684,3641
2685,3641
2686,3157
2687,3641
2688,5009
2689,8074
2690,8973
2691,3157
2692,5868
2693,8074
2694,9211
2695,8074
2696,8074
2697,8074
2698,5524
2699,3157
2700,9157
2701,8074
2702,8074
2703,15035
2704,8973
2705,8074
2706,14325
2707,8074
2708,3157
2709,8074
2710,7877
2711,8973
2712,8074
2713,5921
2714,8074
2715,8074
2716,3641
2717,9091
2718,8074
2719,14446
2720,8074
2721,8074
2722,7527
2723,9157
2724,5659
2725,5921
2726,7467
2727,8074
2728,3641
2729,8074
2730,8074
2731,9157
2732,0
2733,8074
2734,6420
2735,6583
2736,6624
2737,14325
2738,9091
2739,3989
2740,5524
2741,8074
2742,8074
2743,8973
2744,5921
2745,3157
2746,8074
2747,3641
2748,15035
2749,8074
2750,4823
2751,3157
2752,3157
2753,3157
2754,8074
2755,8074
2756,5524
2757,7527
2758,8074
2759,8074
2760,3157
2761,6420
2762,5008
2763,8074
2764,8074
2765,14446
2766,5524
2767,14325
2768,5868
2769,8074
2770,4614
2771,8074
2772,8074
2773,8074
2774,7877
2775,8074
2776,8074
2777,9157
2778,8074
2779,3157
2780,9157
2781,7096
2782,9157
2783,8074
2784,3641
2785,9157
2786,9157
2787,8074
2788,7877
2789,3157
2790,7877
2791,5921
2792,8074
2793,8074
2794,8074
2795,8074
2796,6190
2797,8074
2798,14446
2799,8074
2800,9157
2801,4961
2802,8074
2803,14446
2804,7877
2805,9091
2806,8074
2807,14325
2808,8074
2809,14446
2810,8074
2811,8074
2812,8074
2813,9211
2814,4961
2815,3641
2816,6837
2817,5355
2818,8074
2819,3157
2820,8074
2821,5868
2822,7527
2823,8074
2824,8074
2825,8074
2826,15035
2827,6190
2828,8074
2829,9211
2830,8074
2831,8670
2832,3989
2833,8074
2834,8074
2835,8074
2836,8074
2837,6174
2838,5009
2839,8074
2840,3641
2841,8074
2842,8074
2843,8670
2844,8074
2845,3641
2846,3157
2847,6339
2848,8074
2849,5524
2850,8074
2851,8074
2852,8074
2853,5921
2854,8074
2855,14446
2856,3641
2857,8074
2858,5008
2859,8074
2860,8074
2861,14446
2862,14446
2863,5659
2864,15035
2865,8074
2866,14446
2867,5355
2868,3157
2869,8074
2870,8074
2871,3641
2872,3157
2873,16167
2874,3157
2875,14446
2876,8973
2877,8074
2878,8074
2879,8074
2880,7527
2881,8074
2882,8074
2883,8074
2884,8074
2885,15035
2886,3641
2887,8074
2888,9157
2889,8074
2890,8074
2891,8074
2892,8074
2893,8074
2894,8074
2895,8074
2896,0
2897,8074
2898,5355
2899,8074
2900,8074
2901,7877
2902,6478
2903,5921
2904,8608
2905,3157
2906,5868
2907,15035
2908,7527
2909,5524
2910,6174
2911,4961
2912,573
2913,8074
2914,3641
2915,14446
2916,8074
2917,5524
2918,3641
2919,6906
2920,8074
2921,15035
2922,3157
2923,8074
2924,8074
2925,9091
2926,5921
2927,14446
2928,5921
2929,8670
2930,8074
2931,8074
2932,8670
2933,5659
2934,14446
2935,8074
2936,6190
2937,15035
2938,8074
2939,8670
2940,15035
2941,8074
2942,8074
2943,8074
2944,15035
2945,7134
2946,14446
2947,8074
2948,9157
2949,8074
2950,9157
2951,8074
2952,15035
2953,8074
2954,8074
2955,8074
2956,8074
2957,5921
2958,7633
2959,0
2960,8074
2961,3157
2962,8074
2963,8608
2964,4961
2965,8074
2966,3157
2967,8074
2968,7939
2969,8973
2970,16167
2971,4614
2972,8074
2973,5355
2974,3157
2975,8074
2976,8074
2977,9157
2978,8074
2979,5008
2980,6837
2981,8074
2982,5091
2983,3989
2984,5009
2985,5524
2986,8074
2987,5921
2988,8074
2989,8074
2990,5868
2991,8074
2992,8074
2993,3641
2994,8074
2995,3641
2996,8074
2997,8074
2998,5009
2999,8074
3000,8074
3001,3641
3002,14446
3003,8074
3004,8465
3005,5659
3006,5921
3007,14446
3008,8074
3009,7633
3010,8074
3011,14446
3012,8074
3013,3641
3014,8074
3015,5009
3016,6980
3017,6583
3018,8074
3019,8074
3020,14325
3021,9091
3022,6624
3023,8074
3024,5524
3025,8074
3026,8074
3027,8074
3028,8074
3029,5524
3030,3641
3031,14325
3032,8074
3033,8074
3034,4961
3035,8074
3036,5524
3037,8074
3038,9091
3039,4961
3040,8074
3041,3157
3042,8074
3043,8074
3044,8074
3045,8074
3046,8074
3047,3157
3048,3641
3049,9157
3050,4338
3051,8074
3052,6583
3053,3641
3054,5524
3055,14446
3056,8074
3057,14325
3058,8074
3059,8074
3060,4961
3061,8074
3062,8074
3063,4338
3064,8074
3065,8074
3066,14446
3067,3641
3068,9157
3069,8074
3070,8074
3071,8074
3072,3641
3073,3641
3074,9091
3075,15035
3076,8074
3077,9211
3078,8074
3079,6583
3080,4961
3081,8074
3082,3641
3083,3157
3084,8074
3085,7877
3086,3989
3087,8074
3088,8074
3089,3641
3090,8074
3091,8608
3092,8074
3093,3157
3094,8074
3095,0
3096,8074
3097,7527
3098,6906
3099,8074
3100,9157
3101,3157
3102,14446
3103,8074
3104,8074
3105,5921
3106,8074
3107,3641
3108,8074
3109,8074
3110,8074
3111,8074
3112,3157
3113,7527
3114,8074
3115,7096
3116,3641
3117,5009
3118,9157
3119,5524
3120,8074
3121,8074
3122,3641
3123,6906
3124,8074
3125,3641
3126,8074
3127,5659
3128,14446
3129,6980
3130,8074
3131,5524
3132,7877
3133,8074
3134,14446
3135,9091
3136,8074
3137,14446
3138,8074
3139,8074
3140,8074
3141,8074
3142,8074
3143,3157
3144,14446
3145,5091
3146,8074
3147,7467
3148,7877
3149,6837
3150,8074
3151,5921
3152,7877
3153,8074
3154,8074
3155,5008
3156,7096
3157,4823
3158,8074
3159,14446
3160,5524
3161,8074
3162,7527
3163,6980
3164,8074
3165,8074
3166,5868
3167,5524
3168,8074
3169,8074
3170,5921
3171,14325
3172,14446
3173,8074
3174,14446
3175,8074
3176,8074
3177,8074
3178,3157
3179,8074
3180,5921
3181,5091
3182,8074
3183,8074
3184,5524
3185,7467
3186,3641
3187,8074
3188,5009
3189,3157
3190,5009
3191,6906
3192,4338
3193,8074
3194,14446
3195,7527
3196,8074
3197,8074
3198,14446
3199,5868
3200,8074
3201,5921
3202,8074
3203,9157
3204,8608
3205,8074
3206,9091
3207,4823
3208,8074
3209,7877
3210,9157
3211,8074
3212,5008
3213,8074
3214,8074
3215,8074
3216,6906
3217,8074
3218,3641
3219,3157
3220,7877
3221,3157
3222,3641
3223,8074
3224,14325
3225,5921
3226,8074
3227,3641
3228,9157
3229,8074
3230,8074
3231,3989
3232,5008
3233,5659
3234,8074
3235,7877
3236,8608
3237,8074
3238,7467
3239,8074
3240,8074
3241,8074
3242,9091
3243,14325
3244,3157
3245,8074
3246,7096
3247,14446
3248,8074
3249,7939
3250,8074
3251,8074
3252,9157
3253,5921
3254,5524
3255,5524
3256,5868
3257,8074
3258,8074
3259,7467
3260,7633
3261,8074
3262,9157
3263,14325
3264,6174
3265,14446
3266,7939
3267,8074
3268,5659
3269,14446
3270,8074
3271,9211
3272,8074
3273,8973
3274,8074
3275,9157
3276,15035
3277,7527
3278,8074
3279,7294
3280,6837
3281,3641
3282,5659
3283,5091
3284,5008
3285,14325
3286,8074
3287,8074
3288,8074
3289,3157
3290,8074
3291,9157
3292,15035
3293,7633
3294,8074
3295,9211
3296,3641
3297,14446
3298,3989
3299,8670
3300,15035
3301,3989
3302,3157
3303,3641
3304,15035
3305,8074
3306,8074
3307,5659
3308,8074
3309,5524
3310,14446
3311,8608
3312,9157
3313,8074
3314,3157
3315,8074
3316,3641
3317,8074
3318,9157
3319,4823
3320,3157
3321,3641
3322,6583
3323,8074
3324,3641
3325,9916
3326,14446
3327,5008
3328,4961
3329,8074
3330,8074
3331,6174
3332,9091
3333,3157
3334,7527
3335,8074
3336,5659
3337,8074
3338,8465
3339,5659
3340,7464
3341,7877
3342,8074
3343,8074
3344,5008
3345,3157
3346,9091
3347,5659
3348,8074
3349,3157
3350,3641
3351,5008
3352,8074
3353,8074
3354,3641
3355,7877
3356,8074
3357,5659
3358,15035
3359,9157
3360,8074
3361,8074
3362,8074
3363,3641
3364,5355
3365,8074
3366,5524
3367,6190
3368,8074
3369,3641
3370,5091
3371,9157
3372,8074
3373,9211
3374,8670
3375,7877
3376,3157
3377,3157
3378,5355
3379,3989
3380,4961
3381,573
3382,8074
3383,5868
3384,6980
3385,8074
3386,8074
3387,5659
3388,6583
3389,8074
3390,7467
3391,7877
3392,3157
3393,9157
3394,8465
3395,8074
3396,8074
3397,8074
3398,14446
3399,8074
3400,9157
3401,8074
3402,8074
3403,4823
3404,14325
3405,8074
3406,3157
3407,7877
3408,6190
3409,8074
3410,7294
3411,6980
3412,8074
3413,8074
3414,8994
3415,3157
3416,5921
3417,9157
3418,8074
3419,8074
3420,3641
3421,3641
3422,8074
3423,8074
3424,9211
3425,8074
3426,5009
3427,8074
3428,14325
3429,15035
3430,3641
3431,5524
3432,8074
3433,9091
3434,14446
3435,14446
3436,3157
3437,8074
3438,3157
3439,3157
3440,3157
3441,5659
3442,9211
3443,6837
3444,3157
3445,5868
3446,5524
3447,5921
3448,6906
3449,9211
3450,8074
3451,14446
3452,6837
3453,8074
3454,3157
3455,9157
3456,14446
3457,8074
3458,14446
3459,6980
3460,8074
3461,8973
3462,5921
3463,8074
3464,3641
3465,6583
3466,8074
3467,8074
3468,8074
3469,3641
3470,14446
3471,3157
3472,3157
3473,3157
3474,5524
3475,8973
3476,7527
3477,6174
3478,8074
3479,6837
3480,8074
3481,7633
3482,14325
3483,8074
3484,7877
3485,8074
3486,8074
3487,8074
3488,9399
3489,14446
3490,9157
3491,8074
3492,7467
3493,5921
3494,3157
3495,8250
3496,8074
3497,8074
3498,7527
3499,8074
3500,8074
3501,8074
3502,5659
3503,8074
3504,8163
3505,8465
3506,8608
3507,14446
3508,8074
3509,5868
3510,8074
3511,3157
3512,8074
3513,7877
3514,8074
3515,3157
3516,8074
3517,3157
3518,9211
3519,4338
3520,8074
3521,8074
3522,14446
3523,14446
3524,5524
3525,5659
3526,8074
3527,8074
3528,8074
3529,3157
3530,5868
3531,8608
3532,15035
3533,8074
3534,8074
3535,4961
3536,8074
3537,6190
3538,8074
3539,8074
3540,8074
3541,8074
3542,8074
3543,7294
3544,5355
3545,5426
3546,3157
3547,8074
3548,8074
3549,573
3550,8074
3551,3641
3552,3157
3553,0
3554,4123
3555,7877
3556,3641
3557,3641
3558,8074
3559,7877
3560,7877
3561,8074
3562,3157
3563,8465
3564,3157
3565,8074
3566,8074
3567,3157
3568,5008
3569,6906
3570,8074
3571,5659
3572,5355
3573,14325
3574,3157
3575,5659
3576,14446
3577,3989
3578,3157
3579,8608
3580,8074
3581,8074
3582,14325
3583,8074
3584,3157
3585,5355
3586,8074
3587,8973
3588,3157
3589,8074
3590,3641
3591,6771
3592,14446
3593,8074
3594,8074
3595,14446
3596,3641
3597,3641
3598,9211
3599,7527
3600,8973
3601,5868
3602,0
3603,9157
3604,7877
3605,8074
3606,8074
3607,15035
3608,6583
3609,8074
3610,8074
3611,8074
3612,9211
3613,8074
3614,8074
3615,3641
3616,5524
3617,8074
3618,5921
3619,3157
3620,6906
3621,8074
3622,4961
3623,15035
3624,3157
3625,14446
3626,8074
3627,3157
3628,8074
3629,5091
3630,8608
3631,5868
3632,6190
3633,8973
3634,8074
3635,8074
3636,8074
3637,4338
3638,3157
3639,8074
3640,6420
3641,3157
3642,3641
3643,3641
3644,5008
3645,8074
3646,8074
3647,5524
3648,8074
3649,5009
3650,9157
3651,3641
3652,7467
3653,6133
3654,4823
3655,7467
3656,6133
3657,7877
3658,8074
3659,8074
3660,8074
3661,8074
3662,8074
3663,3641
3664,8074
3665,3641
3666,3641
3667,8074
3668,9211
3669,8074
3670,6190
3671,7877
3672,5355
3673,3641
3674,3157
3675,8074
3676,8074
3677,8973
3678,7467
3679,8074
3680,5091
3681,3157
3682,5659
3683,8074
3684,9157
3685,8074
3686,8074
3687,5008
3688,5921
3689,3641
3690,8074
3691,8465
3692,7467
3693,8670
3694,3157
3695,3641
3696,3157
3697,5524
3698,8670
3699,6771
3700,14446
3701,8074
3702,8074
3703,3641
3704,6624
3705,573
3706,6583
3707,5524
3708,3989
3709,9157
3710,8074
3711,4961
3712,5008
3713,6837
3714,9091
3715,6980
3716,8074
3717,14446
3718,8074
3719,5008
3720,8074
3721,8670
3722,8074
3723,8074
3724,573
3725,5524
3726,5008
3727,8608
3728,8074
3729,14446
3730,8074
3731,5921
3732,8074
3733,8074
3734,3157
3735,3157
3736,8074
3737,8074
3738,8973
3739,3157
3740,8074
3741,3641
3742,8074
3743,8074
3744,14446
3745,8074
3746,14446
3747,8074
3748,8074
3749,8074
3750,8074
3751,8074
3752,8074
3753,8074
3754,8670
3755,8074
3756,8074
3757,8074
3758,8074
3759,7633
3760,5524
3761,7633
3762,6980
3763,6906
3764,7633
3765,9091
3766,9091
3767,9091
3768,5524
3769,6624
3770,6906
3771,4961
3772,14446
3773,6074
3774,14446
3775,9091
3776,14446
3777,6624
3778,6624
3779,6906
3780,5524
3781,6980
3782,4961
3783,9091
3784,9091
3785,7633
3786,7633
3787,7134
3788,7134
3789,7633
3790,7633
3791,7134
3792,7134
3793,7633
3794,7134
3795,5524
3796,6906
3797,6074
3798,5524
3799,7134
3800,4961
3801,5524
3802,6980
3803,6624
3804,7633
3805,7633
3806,9091
3807,9091
3808,14446
3809,9091
3810,6339
3811,6906
3812,9091
3813,9091
3814,5008
3815,7633
3816,7633
3817,7134
3818,7134
3819,5921
3820,5091
3821,5091
3822,7134
3823,7633
3824,9091
3825,8608
3826,6339
3827,6624
3828,9091
3829,9091
3830,9091
3831,6624
3832,9091
3833,14446
3834,6906
3835,5524
3836,7633
3837,8608
3838,5524
3839,6420
3840,5524
3841,9091
3842,6980
3843,14446
3844,14446
3845,4961
3846,7134
3847,6980
3848,6420
3849,7633
3850,6906
3851,6980
3852,6980
3853,6339
3854,5524
3855,5524
3856,6420
3857,8608
3858,6624
3859,4961
3860,5524
3861,9091
3862,7633
3863,7134
3864,7134
3865,7633
3866,14446
3867,5524
3868,5091
3869,6624
3870,7134
3871,7633
3872,6624
3873,9091
3874,6906
3875,5659
3876,5091
3877,7633
3878,7633
3879,9091
3880,7134
3881,9091
3882,7134
3883,6583
3884,5659
3885,6583
3886,6583
3887,6020
3888,6020
3889,6020
3890,6583
3891,6583
3892,6020
3893,6020
3894,6339
3895,6339
3896,5659
3897,9091
3898,5659
3899,8608
3900,5659
3901,7134
3902,7633
3903,7633
3904,7134
3905,4961
3906,4961
3907,5524
3908,5659
3909,9091
3910,7134
3911,7134
3912,4961
3913,5524
3914,5524
3915,6980
3916,6339
3917,6339
3918,8608
3919,6624
3920,7633
3921,7633
3922,6420
3923,6420
3924,6420
3925,9091
3926,5921
3927,5524
3928,4961
3929,5524
3930,9091
3931,9091
3932,6906
3933,7633
3934,4961
3935,8608
3936,6420
3937,6624
3938,9091
3939,5091
3940,5524
3941,6339
3942,6339
3943,8608
3944,5355
3945,5355
3946,9091
3947,6339
3948,8608
3949,5355
3950,9091
3951,9091
3952,9091
3953,7633
3954,4961
3955,6980
3956,7633
3957,7633
3958,9091
3959,9091
3960,6980
3961,5524
3962,6020
3963,6020
3964,6980
3965,7134
3966,4961
3967,5524
3968,6980
3969,6420
3970,6980
3971,6980
3972,4961
3973,14446
3974,14325
3975,7134
3976,7633
3977,7134
3978,6420
3979,6420
3980,6583
3981,6624
3982,5524
3983,6624
3984,7633
3985,5524
3986,7633
3987,6624
3988,6906
3989,5659
3990,7633
3991,5659
3992,5524
3993,5659
3994,6420
3995,8608
3996,6420
3997,5659
3998,7633
3999,6583
4000,6583
4001,6074
4002,8608
4003,9091
4004,7134
4005,6980
4006,6837
4007,14446
4008,5921
4009,6074
4010,6980
4011,6420
4012,6906
4013,5659
4014,9091
4015,6583
4016,6624
4017,5091
4018,9091
4019,6074
4020,6583
4021,8608
4022,5659
4023,5524
4024,6583
4025,5524
4026,6624
4027,6906
4028,9091
4029,5921
4030,6624
4031,6906
4032,5091
4033,9091
4034,5091
4035,9091
4036,9091
4037,5524
4038,6837
4039,6339
4040,6420
4041,6906
4042,6020
4043,7633
4044,7633
4045,7134
4046,7633
4047,5659
4048,6906
4049,6980
4050,6980
4051,6583
4052,6583
4053,6020
4054,6624
4055,9091
4056,6624
4057,6074
4058,7633
4059,5659
4060,6624
4061,6624
4062,6906
4063,6420
4064,6980
4065,6583
4066,6583
4067,6420
4068,6020
4069,7134
4070,7134
4071,4614
4072,7134
4073,5355
4074,9091
4075,5921
4076,9091
4077,9091
4078,5921
4079,5524
4080,6980
4081,5355
4082,7633
4083,8608
4084,8608
4085,5355
4086,5524
4087,6420
4088,7633
4089,6339
4090,9091
4091,6906
4092,6583
4093,5868
4094,4961
4095,7633
4096,5921
4097,7633
4098,7633
4099,7633
4100,9091
4101,9091
4102,14446
4103,9091
4104,9091
4105,5524
4106,5524
4107,9091
4108,7134
4109,14325
4110,6906
4111,9091
4112,9091
4113,9091
4114,9091
4115,9091
4116,6980
4117,14446
4118,9091
4119,9091
4120,5524
4121,7633
4122,7633
4123,7633
4124,5524
4125,7633
4126,7134
4127,7134
4128,9091
4129,5524
4130,9091
4131,5524
4132,5524
4133,4961
4134,5524
4135,7633
4136,7633
4137,5690
4138,9091
4139,14446
4140,14325
4141,4961
4142,9091
4143,14446
4144,9091
4145,9091
4146,7633
4147,7633
4148,7633
4149,7633
4150,7633
4151,7633
4152,7633
4153,7134
4154,7134
4155,6980
4156,14446
4157,14446
4158,5690
4159,4961
4160,5524
4161,6906
4162,9091
4163,14446
4164,6980
4165,5091
4166,8608
4167,7134
4168,7134
4169,9091
4170,7633
4171,7633
4172,9091
4173,9091
4174,9091
4175,14446
4176,6624
4177,6906
4178,5921
4179,8608
4180,7633
4181,6980
4182,6980
4183,6980
4184,7633
4185,7633
4186,9091
4187,14446
4188,6074
4189,7134
4190,6339
4191,4961
4192,14446
4193,6339
4194,6624
4195,14446
4196,6624
4197,6980
4198,6980
4199,4961
4200,6980
4201,7134
4202,7134
4203,6980
4204,6624
4205,6420
4206,6624
4207,9091
4208,8608
4209,5921
4210,5921
4211,6980
4212,6980
4213,5524
4214,4961
4215,5524
4216,5091
4217,6339
4218,6020
4219,6020
4220,6583
4221,6020
4222,6583
4223,6020
4224,6583
4225,6020
4226,6074
4227,6624
4228,14446
4229,5659
4230,6837
4231,5659
4232,6906
4233,7134
4234,6624
4235,6624
4236,5091
4237,14325
4238,5524
4239,6074
4240,9091
4241,9091
4242,7134
4243,6420
4244,6420
4245,6980
4246,6980
4247,6906
4248,5524
4249,6020
4250,7134
4251,5355
4252,6980
4253,6420
4254,6583
4255,6583
4256,6624
4257,7633
4258,7134
4259,5524
4260,7633
4261,7633
4262,7134
4263,7633
4264,5921
4265,5524
4266,5524
4267,7633
4268,5524
4269,7633
4270,5921
4271,5524
4272,6020
4273,7134
4274,6339
4275,6906
4276,5524
4277,5524
4278,5355
4279,5921
4280,5921
4281,5921
4282,5524
4283,6074
4284,5355
4285,6420
4286,6980
4287,8608
4288,8608
4289,14325
4290,6980
4291,7134
4292,9091
4293,8608
4294,5659
4295,5524
4296,6583
4297,6624
4298,6583
4299,9091
4300,9091
4301,5524
4302,6420
4303,5091
4304,14446
4305,6906
4306,8608
4307,14446
4308,5091
4309,4961
4310,5524
4311,6420
4312,6980
4313,6980
4314,7633
4315,6074
4316,7633
4317,5659
4318,7134
4319,5524
4320,5524
4321,5091
4322,6074
4323,5091
4324,7134
4325,6074
4326,5921
4327,6074
4328,6906
4329,5008
4330,5868
4331,6980
4332,9091
4333,9091
4334,5921
4335,6624
4336,6074
4337,7633
4338,7633
4339,6906
4340,5091
4341,6980
4342,5659
4343,7633
4344,5921
4345,5524
4346,5524
4347,7633
4348,9091
4349,6980
4350,6583
4351,6020
4352,14325
4353,5091
4354,5921
4355,9091
4356,5921
4357,6906
4358,6074
4359,6074
4360,9091
4361,7633
4362,8608
4363,9091
4364,6583
4365,6837
4366,9091
4367,6906
4368,6624
4369,7134
4370,5091
4371,6980
4372,6583
4373,6074
4374,6906
4375,6624
4376,5921
4377,5659
4378,6624
4379,6074
4380,6906
4381,6583
4382,6583
4383,4961
4384,6906
4385,4961
4386,5921
4387,7134
4388,5921
4389,5921
4390,9091
4391,9091
4392,5868
4393,5921
4394,7633
4395,6420
4396,6980
4397,5921
4398,6583
4399,5524
4400,6074
4401,6906
4402,7633
4403,7134
4404,9091
4405,9091
4406,7633
4407,6339
4408,7134
4409,7633
4410,5524
4411,7633
4412,7633
4413,7633
4414,7633
4415,7134
4416,7633
4417,4961
4418,8608
4419,9091
4420,5524
4421,4961
4422,8608
4423,9091
4424,4961
4425,6339
4426,7633
4427,14446
4428,5524
4429,14446
4430,7467
4431,7467
4432,7467
4433,7633
4434,5524
4435,5524
4436,14446
4437,9091
4438,9091
4439,6906
4440,6906
4441,6980
4442,5659
4443,14446
4444,9091
4445,9091
4446,7633
4447,7134
4448,7633
4449,7633
4450,7633
4451,6980
4452,4961
4453,5524
4454,8608
4455,8608
4456,7633
4457,6339
4458,7633
4459,7633
4460,7134
4461,5524
4462,7134
4463,7633
4464,7633
4465,5659
4466,9091
4467,14446
4468,9091
4469,4961
4470,9091
4471,9091
4472,7633
4473,6339
4474,7633
4475,7633
4476,7633
4477,7134
4478,4961
4479,4961
4480,7633
4481,7633
4482,6074
4483,7134
4484,9091
4485,8608
4486,9091
4487,9091
4488,4961
4489,7134
4490,7633
4491,8608
4492,5524
4493,7633
4494,6980
4495,8608
4496,8608
4497,8608
4498,6906
4499,5524
4500,5008
4501,6339
4502,14446
4503,14446
4504,5524
4505,6624
4506,6624
4507,6906
4508,9091
4509,9091
4510,6906
4511,14446
4512,14446
4513,9091
4514,9091
4515,9091
4516,6906
4517,5524
4518,6339
4519,5091
4520,7633
4521,6980
4522,6980
4523,4961
4524,7134
4525,6906
4526,6980
4527,7134
4528,7633
4529,7633
4530,7633
4531,5091
4532,6624
4533,6980
4534,6980
4535,4961
4536,9091
4537,6339
4538,9091
4539,14446
4540,4961
4541,4961
4542,4961
4543,4961
4544,8608
4545,5091
4546,7633
4547,6980
4548,6420
4549,5091
4550,6624
4551,5524
4552,6420
4553,14446
4554,6906
4555,7134
4556,7134
4557,5659
4558,5524
4559,7633
4560,5921
4561,6624
4562,6074
4563,5659
4564,6583
4565,6583
4566,6583
4567,6020
4568,6020
4569,6583
4570,6583
4571,6583
4572,6420
4573,9091
4574,9091
4575,8608
4576,8608
4577,7633
4578,7633
4579,7633
4580,6074
4581,6906
4582,5524
4583,6624
4584,6339
4585,5921
4586,5659
4587,9091
4588,6074
4589,5524
4590,6420
4591,8608
4592,7633
4593,9091
4594,8608
4595,6624
4596,5524
4597,7633
4598,6339
4599,5355
4600,6074
4601,9091
4602,5355
4603,5091
4604,7633
4605,7134
4606,4961
4607,5921
4608,7633
4609,5921
4610,6980
4611,5921
4612,8608
4613,6583
4614,6020
4615,6583
4616,6980
4617,6339
4618,14446
4619,8608
4620,5091
4621,5524
4622,6980
4623,5091
4624,5659
4625,7633
4626,7134
4627,7134
4628,6980
4629,5524
4630,6624
4631,14446
4632,6420
4633,7633
4634,8608
4635,9091
4636,6980
4637,6583
4638,7134
4639,7134
4640,5524
4641,5524
4642,6980
4643,8608
4644,14446
4645,14325
4646,6980
4647,4961
4648,14446
4649,14325
4650,14446
4651,4961
4652,6980
4653,8608
4654,14325
4655,5659
4656,5091
4657,6624
4658,7633
4659,5921
4660,7633
4661,7633
4662,6906
4663,5659
4664,5091
4665,5524
4666,9091
4667,7633
4668,5524
4669,6339
4670,5524
4671,6583
4672,6020
4673,6583
4674,5659
4675,5524
4676,5659
4677,6624
4678,6624
4679,6906
4680,7134
4681,7134
4682,7633
4683,9091
4684,6624
4685,4961
4686,6980
4687,8163
4688,8608
4689,9091
4690,5659
4691,6624
4692,6074
4693,4614
4694,7633
4695,5921
4696,5659
4697,6074
4698,8608
4699,8608
4700,8608
4701,6624
4702,6583
4703,6906
4704,6074
4705,5091
4706,14325
4707,14446
4708,5524
4709,5091
4710,6074
4711,8163
4712,9091
4713,14325
4714,8608
4715,5008
4716,5921
4717,5868
4718,5524
4719,9091
4720,8163
4721,5921
4722,7134
4723,6074
4724,6583
4725,6583
4726,5355
4727,9091
4728,6339
4729,5868
4730,5524
4731,6020
4732,5091
4733,5091
4734,6420
4735,6980
4736,8608
4737,6583
4738,6980
4739,6074
4740,6074
4741,4961
4742,5524
4743,5524
4744,9091
4745,6074
4746,5659
4747,4961
4748,6906
4749,6624
4750,7134
4751,6420
4752,4961
4753,5921
4754,6420
4755,5921
4756,6074
4757,4961
4758,5524
4759,5524
4760,6420
4761,7134
4762,9091
4763,6020
4764,5921
4765,6980
4766,6906
4767,6906
4768,6980
4769,7134
4770,5921
4771,7633
4772,7633
4773,7633
4774,7633
4775,7134
4776,7633
4777,7633
4778,6980
4779,6980
4780,14446
4781,6906
4782,5524
4783,9091
4784,9091
4785,8608
4786,14446
4787,14446
4788,6906
4789,4961
4790,7633
4791,6906
4792,5524
4793,3157
4794,14446
4795,9091
4796,4961
4797,9091
4798,6906
4799,6906
4800,6906
4801,6980
4802,9091
4803,14446
4804,14446
4805,5524
4806,9091
4807,7633
4808,7633
4809,7633
4810,7134
4811,7134
4812,5524
4813,5921
4814,7633
4815,7633
4816,7134
4817,7633
4818,6906
4819,6980
4820,6074
4821,5524
4822,6980
4823,4961
4824,14446
4825,4961
4826,5355
4827,4961
4828,6624
4829,7633
4830,7633
4831,7633
4832,7633
4833,7633
4834,5091
4835,7134
4836,7134
